epoch,train_loss,train_acc,eval_acc_top1,eval_acc_top5,examples_seen,effective_examples,effective_ratio,compute_ratio,train_seconds,images_per_sec,lr,mean_rank
181,1.495539,0.882026,0.7005,0.88216,1281024,1281024,1.0,1.0,357.566,3582.62,0.00035056,0.0
182,1.489557,0.883884,0.69922,0.88306,1281024,1281024,1.0,1.0,335.791,3814.94,0.00034549,0.0
183,1.486526,0.884882,0.70054,0.88084,1281024,1281024,1.0,1.0,348.39,3676.98,0.00034044,0.0
184,1.48201,0.885828,0.70018,0.88222,1281024,1281024,1.0,1.0,321.456,3985.07,0.0003354,0.0
185,1.479554,0.886652,0.69844,0.88208,1281024,1281024,1.0,1.0,434.207,2950.26,0.00033038,0.0
186,1.476957,0.887105,0.70162,0.88224,1281024,1281024,1.0,1.0,528.305,2424.78,0.00032538,0.0
187,1.472396,0.888326,0.70122,0.88402,1281024,1281024,1.0,1.0,733.368,1746.77,0.0003204,0.0
188,1.468916,0.889323,0.7046,0.88448,1281024,1281024,1.0,1.0,422.701,3030.57,0.00031544,0.0
189,1.465072,0.890336,0.7008,0.87992,1281024,1281024,1.0,1.0,336.263,3809.58,0.0003105,0.0
190,1.460334,0.891642,0.7044,0.88394,1281024,1281024,1.0,1.0,500.665,2558.65,0.00030559,0.0
191,1.457348,0.892184,0.70066,0.88108,1281024,1281024,1.0,1.0,829.692,1543.97,0.00030069,0.0
192,1.453901,0.893561,0.70686,0.88412,1281024,1281024,1.0,1.0,491.12,2608.37,0.00029582,0.0
193,1.449148,0.894527,0.70536,0.8847,1281024,1281024,1.0,1.0,411.901,3110.03,0.00029097,0.0
194,1.446635,0.895278,0.70584,0.88738,1281024,1281024,1.0,1.0,486.174,2634.91,0.00028615,0.0
195,1.442066,0.89621,0.7013,0.88372,1281024,1281024,1.0,1.0,575.446,2226.14,0.00028135,0.0
196,1.43758,0.897774,0.70292,0.88086,1281024,1281024,1.0,1.0,566.015,2263.23,0.00027657,0.0
197,1.434865,0.89818,0.7059,0.88302,1281024,1281024,1.0,1.0,506.247,2530.43,0.00027182,0.0
198,1.431699,0.898772,0.70348,0.88264,1281024,1281024,1.0,1.0,335.452,3818.8,0.00026709,0.0
199,1.428262,0.89984,0.70652,0.88466,1281024,1281024,1.0,1.0,370.53,3457.27,0.0002624,0.0
200,1.425603,0.900596,0.7038,0.88364,1281024,1281024,1.0,1.0,379.192,3378.3,0.00025772,0.0
201,1.421136,0.901752,0.70784,0.88554,1281024,1281024,1.0,1.0,362.478,3534.07,0.00025308,0.0
202,1.417837,0.902693,0.7052,0.88436,1281024,1281024,1.0,1.0,332.244,3855.67,0.00024846,0.0
203,1.411014,0.904139,0.70488,0.88418,1281024,1281024,1.0,1.0,359.286,3565.47,0.00024388,0.0
204,1.40941,0.904684,0.70462,0.88336,1281024,1281024,1.0,1.0,476.968,2685.76,0.00023932,0.0
205,1.407536,0.905246,0.70478,0.88332,1281024,1281024,1.0,1.0,406.812,3148.93,0.00023479,0.0
206,1.402156,0.906406,0.7051,0.88448,1281024,1281024,1.0,1.0,358.516,3573.13,0.00023029,0.0
207,1.398468,0.907625,0.70926,0.88672,1281024,1281024,1.0,1.0,387.461,3306.2,0.00022582,0.0
208,1.396211,0.908233,0.70822,0.8851,1281024,1281024,1.0,1.0,447.115,2865.09,0.00022139,0.0
209,1.390884,0.909138,0.70688,0.88502,1281024,1281024,1.0,1.0,489.803,2615.39,0.00021698,0.0
210,1.387902,0.910059,0.71028,0.88648,1281024,1281024,1.0,1.0,353.332,3625.56,0.00021261,0.0
211,1.384617,0.910921,0.7091,0.8863,1281024,1281024,1.0,1.0,371.361,3449.54,0.00020827,0.0
212,1.379899,0.912084,0.70916,0.88568,1281024,1281024,1.0,1.0,377.028,3397.69,0.00020396,0.0
213,1.378003,0.912495,0.7065,0.88348,1281024,1281024,1.0,1.0,370.16,3460.73,0.00019968,0.0
214,1.375422,0.913255,0.70918,0.88474,1281024,1281024,1.0,1.0,543.202,2358.28,0.00019544,0.0
215,1.370177,0.914614,0.70858,0.88534,1281024,1281024,1.0,1.0,452.351,2831.92,0.00019124,0.0
216,1.366866,0.915422,0.7067,0.8838,1281024,1281024,1.0,1.0,352.274,3636.45,0.00018707,0.0
217,1.361315,0.9168,0.71002,0.88478,1281024,1281024,1.0,1.0,340.421,3763.06,0.00018293,0.0
218,1.359692,0.917012,0.7092,0.88566,1281024,1281024,1.0,1.0,318.505,4021.99,0.00017883,0.0
219,1.357072,0.917696,0.70934,0.88484,1281024,1281024,1.0,1.0,416.378,3076.59,0.00017477,0.0
220,1.351491,0.919415,0.7115,0.88492,1281024,1281024,1.0,1.0,553.37,2314.95,0.00017074,0.0
221,1.349707,0.919736,0.71338,0.88682,1281024,1281024,1.0,1.0,396.286,3232.58,0.00016676,0.0
222,1.346261,0.920654,0.71446,0.88784,1281024,1281024,1.0,1.0,302.561,4233.93,0.00016281,0.0
223,1.343497,0.921289,0.7121,0.8855,1281024,1281024,1.0,1.0,384.381,3332.7,0.00015889,0.0
224,1.339679,0.922188,0.71168,0.8869,1281024,1281024,1.0,1.0,326.954,3918.06,0.00015502,0.0
225,1.334126,0.923649,0.71372,0.88664,1281024,1281024,1.0,1.0,336.45,3807.47,0.00015118,0.0
226,1.333495,0.923613,0.71408,0.88816,1281024,1281024,1.0,1.0,313.876,4081.31,0.00014739,0.0
227,1.328919,0.924948,0.7126,0.88712,1281024,1281024,1.0,1.0,480.31,2667.08,0.00014363,0.0
228,1.323992,0.926015,0.7111,0.88566,1281024,1281024,1.0,1.0,535.67,2391.44,0.00013992,0.0
229,1.322858,0.926293,0.71218,0.88746,1281024,1281024,1.0,1.0,609.013,2103.44,0.00013625,0.0
230,1.319233,0.927186,0.71336,0.88886,1281024,1281024,1.0,1.0,534.975,2394.55,0.00013261,0.0
231,1.315714,0.928238,0.71574,0.88884,1281024,1281024,1.0,1.0,523.881,2445.26,0.00012902,0.0
232,1.310551,0.929353,0.71576,0.88938,1281024,1281024,1.0,1.0,527.591,2428.06,0.00012547,0.0
233,1.310505,0.929327,0.7142,0.88856,1281024,1281024,1.0,1.0,529.551,2419.08,0.00012197,0.0
234,1.307607,0.930171,0.71614,0.88958,1281024,1281024,1.0,1.0,526.335,2433.86,0.0001185,0.0
235,1.304223,0.930914,0.7161,0.88884,1281024,1281024,1.0,1.0,527.043,2430.59,0.00011508,0.0
