epoch,train_loss,train_acc,eval_acc_top1,eval_acc_top5,examples_seen,effective_examples,effective_ratio,compute_ratio,train_seconds,images_per_sec,lr,mean_rank
88,2.930574,0.717213,0.61514,0.83766,1281024,640512,0.5,0.833333,532.996,2403.44,0.00081707,0.0
89,2.918124,0.719385,0.62256,0.84002,1281024,640512,0.5,0.833333,515.545,2484.79,0.00081293,0.0
90,2.905536,0.722346,0.61738,0.83724,1281024,640512,0.5,0.833333,518.361,2471.3,0.00080876,0.0
91,2.894103,0.723632,0.6243,0.84146,1281024,640512,0.5,0.833333,516.911,2478.23,0.00080456,0.0
92,2.877743,0.726299,0.62024,0.83992,1281024,640512,0.5,0.833333,519.466,2466.04,0.00080032,0.0
93,2.867498,0.728804,0.62272,0.84088,1281024,640512,0.5,0.833333,540.031,2372.13,0.00079604,0.0
94,2.853833,0.731095,0.62316,0.84176,1281024,640512,0.5,0.833333,535.393,2392.68,0.00079173,0.0
95,2.846795,0.732832,0.62142,0.83972,1281024,640512,0.5,0.833333,515.066,2487.11,0.00078739,0.0
96,2.830238,0.735332,0.62406,0.8433,1281024,640512,0.5,0.833333,517.19,2476.89,0.00078302,0.0
97,2.822097,0.736495,0.62758,0.84428,1281024,640512,0.5,0.833333,518.072,2472.68,0.00077861,0.0
98,2.807389,0.738599,0.62806,0.84338,1281024,640512,0.5,0.833333,522.123,2453.49,0.00077418,0.0
99,2.798586,0.740519,0.63152,0.84588,1281024,640512,0.5,0.833333,517.963,2473.2,0.00076971,0.0
100,2.781821,0.743809,0.62914,0.84316,1281024,640512,0.5,0.833333,518.964,2468.42,0.00076521,0.0
101,2.774516,0.745041,0.62664,0.84228,1281024,640512,0.5,0.833333,518.191,2472.11,0.00076068,0.0
102,2.7669,0.746369,0.62794,0.84154,1281024,640512,0.5,0.833333,527.859,2426.83,0.00075612,0.0
103,2.748267,0.74978,0.627,0.8436,1281024,640512,0.5,0.833333,532.414,2406.07,0.00075154,0.0
104,2.731862,0.752004,0.62952,0.8438,1281024,640512,0.5,0.833333,519.918,2463.9,0.00074692,0.0
105,2.726562,0.753266,0.63534,0.84402,1281024,640512,0.5,0.833333,520.053,2463.26,0.00074228,0.0
106,2.711233,0.755807,0.63494,0.8488,1281024,640512,0.5,0.833333,519.184,2467.38,0.0007376,0.0
107,2.696133,0.758271,0.6386,0.85086,1281024,640512,0.5,0.833333,518.614,2470.09,0.00073291,0.0
108,2.68645,0.760264,0.63724,0.84944,1281024,640512,0.5,0.833333,523.343,2447.77,0.00072818,0.0
109,2.670473,0.763102,0.63522,0.8462,1281024,640512,0.5,0.833333,530.482,2414.83,0.00072343,0.0
110,2.662201,0.764752,0.63582,0.84772,1281024,640512,0.5,0.833333,517.53,2475.27,0.00071865,0.0
111,2.646449,0.767484,0.64154,0.85116,1281024,640512,0.5,0.833333,518.869,2468.88,0.00071385,0.0
112,2.634835,0.769245,0.63814,0.84692,1281024,640512,0.5,0.833333,529.235,2420.52,0.00070903,0.0
113,2.626707,0.770925,0.64058,0.84924,1281024,640512,0.5,0.833333,518.249,2471.83,0.00070418,0.0
114,2.610607,0.773057,0.6472,0.85208,1281024,640512,0.5,0.833333,515.929,2482.95,0.00069931,0.0
115,2.603158,0.774908,0.64004,0.84932,1281024,640512,0.5,0.833333,514.774,2488.52,0.00069441,0.0
116,2.593292,0.776846,0.64464,0.85404,1281024,640512,0.5,0.833333,528.224,2425.15,0.0006895,0.0
117,2.583248,0.778738,0.6458,0.8531,1281024,640512,0.5,0.833333,518.097,2472.56,0.00068456,0.0
118,2.574668,0.779809,0.64458,0.8539,1281024,640512,0.5,0.833333,521.998,2454.08,0.0006796,0.0
119,2.558715,0.782017,0.64586,0.85648,1281024,640512,0.5,0.833333,518.858,2468.93,0.00067462,0.0
120,2.554388,0.783398,0.6471,0.85518,1281024,640512,0.5,0.833333,520.765,2459.89,0.00066962,0.0
121,2.543208,0.78533,0.6459,0.85298,1281024,640512,0.5,0.833333,528.296,2424.82,0.0006646,0.0
122,2.533693,0.787327,0.65032,0.8572,1281024,640512,0.5,0.833333,520.863,2459.43,0.00065956,0.0
123,2.525861,0.788593,0.65,0.85576,1281024,640512,0.5,0.833333,520.659,2460.39,0.00065451,0.0
124,2.514472,0.790371,0.64914,0.85522,1281024,640512,0.5,0.833333,528.71,2422.93,0.00064944,0.0
125,2.501002,0.792454,0.6522,0.85786,1281024,640512,0.5,0.833333,523.416,2447.43,0.00064435,0.0
